"","r","Freq"
"735","Airbus 300",2
"736","Airbus 300 Series",1
"737","Airbus 301",5
"738","Airbus 302",2
"739","Airbus 303",2
"740","Airbus 304",13
"741","Airbus 311",12
"742","Airbus 312",11
"743","AIRBUS 312",1
"744","Airbus 313",5
"745","AIRBUS 313",1
"746","Airbus 319",1
"747","Airbus 320",4
"748","Airbus 321",5
"749","Airbus 321-200 Series",1
"750","Airbus 321 series",2
"751","Airbus 321 Series",2
"752","Airbus 322",18
"753","Airbus 323",5
"754","Airbus 324",13
"755","Airbus 324 A320",1
"756","Airbus 325",3
"757","Airbus 325 series",1
"758","Airbus 330-200",1
"759","Airbus 330-300",1
"760","Airbus 341",5
"761","Airbus 342",5
"762","Airbus 343",4
"763","Airbus 343 A340-211",1
"764","Airbus 380-842",1
"765","Airbus 380-861",1
"766","Airbus 541",3
"767","Airbus 620",1
"768","Airbus 622R",1
"769","Airbus 642",3
"770","Airbus A- 303",1
"771","Airbus A-211",1
"772","Airbus A-231",1
"773","Airbus A-301",1
"774","Airbus A-302",1
"775","Airbus A-310-203",2
"776","Airbus A-310-221",1
"777","Airbus A-310-222",1
"778","Airbus A-319",1
"779","Airbus A-320-111",1
"780","Airbus A-323",1
"781","Airbus A-330",1
"782","Airbus A-340-300",1
"783","Airbus A-342",1
"784","Airbus A-343",1
"785","Airbus A 318",1
"786","Airbus A 318 ( All Series ",1
"787","Airbus A 319",2
"788","Airbus A 319 (All Series",1
"789","Airbus A 319( All Series ",1
"790","Airbus A 320",2
"791","Airbus A 321",2
"792","Airbus A300",74
"793","Airbus A300-103",2
"794","Airbus A300-111",1
"795","Airbus A300-112",2
"796","Airbus A300-131",1
"797","Airbus A300-131 A330-301 A340-211",1
"798","Airbus A300-1C",2
"799","Airbus A300-202",1
"800","Airbus A300-203",5
"801","Airbus A300-211",6
"802","Airbus A300-212",5
"803","Airbus A300-213",1
"804","Airbus A300-214",2
"805","Airbus A300-221",18
"806","Airbus A300-222",18
"807","Airbus A300-223",1
"808","Airbus A300-231",3
"809","Airbus A300-231 A321-111",1
"810","Airbus A300-232",3
"811","Airbus A300-233",3
"812","Airbus A300-301",2
"813","Airbus A300-304",18
"814","Airbus A300-311",1
"815","Airbus A300-312",1
"816","Airbus A300-313",1
"817","Airbus A300-321",1
"818","Airbus A300-322",20
"819","Airbus A300-323 A340",1
"820","Airbus A300-324",19
"821","Airbus A300-325",12
"822","Airbus A300-325 A330",1
"823","Airbus A300-600",9
"824","Airbus A300-600 Model C4-605R Variant F",1
"825","Airbus A300-600 Series",1
"826","Airbus A300-601",2
"827","Airbus A300-603",2
"828","Airbus A300-605R",2
"829","Airbus A300-620",2
"830","Airbus A300-622R",2
"831","Airbus A300-B1-1A",1
"832","Airbus A300-B2-1A",31
"833","Airbus A300-B2-1C",23
"834","Airbus A300-B2-1C -B2-203",1
"835","Airbus A300-B2-203",25
"836","Airbus A300-B2K-3C",26
"837","Airbus A300-B2XA",1
"838","Airbus A300-B2XC",1
"839","Airbus A300-B4-103",20
"840","Airbus A300-B4-203",22
"841","Airbus A300-B4-203 A310-203",3
"842","Airbus A300-B4-2C",17
"843","Airbus A300-B4-2C -B4-103",5
"844","Airbus A300-B4-600R",1
"845","Airbus A300-B4-601",19
"846","Airbus A300-B4-603",16
"847","Airbus A300-B4-605R",18
"848","Airbus A300-B4-605R -B4-622R",1
"849","Airbus A300-B4-620",17
"850","Airbus A300-B4-622",3
"851","Airbus A300-B4-622R",17
"852","Airbus A300-B4X03",1
"853","Airbus A300-C4-605R/F",2
"854","Airbus A300-F4-605",2
"855","Airbus A300-F4-605R",10
"856","Airbus A300-F4-622R",6
"857","Airbus A300 -103",1
"858","Airbus A300 -1C",1
"859","Airbus A300 -203",2
"860","Airbus A300 -221",1
"861","Airbus A300 -222",1
"862","Airbus A300 -304",1
"863","Airbus A300 -322",1
"864","Airbus A300 -324",1
"865","Airbus A300 -325",1
"866","Airbus A300 -603",1
"867","Airbus A300 -605R",1
"868","Airbus A300 -620",1
"869","Airbus A300 -622",1
"870","Airbus A300 -622R",1
"871","Airbus A300 -B2-1A",1
"872","Airbus A300 -B2K-3C",1
"873","Airbus A300 -B4-2C",1
"874","Airbus A300 -B4-601",1
"875","Airbus A300 -C4-605R/F",1
"876","Airbus A300 -F4-605R",1
"877","AIRBUS A300 -F4-605R",1
"878","Airbus A300 -F4-605R -F4-622R",1
"879","Airbus A300 -F4-622R",2
"880","AIRBUS A300 -F4-622R",1
"881","Airbus A300  A300",1
"882","Airbus A300 A310",1
"883","Airbus A300 A319 A320 A321 series",1
"884","Airbus A300 A320 A340 series",1
"885","Airbus A300 A320 series",1
"886","Airbus A300 B2",1
"887","Airbus A300 B2-112",1
"888","Airbus A300 B2-131",1
"889","Airbus A300 B2-1A",3
"890","Airbus A300 B2-1C",1
"891","Airbus A300 B2-203",2
"892","Airbus A300 B2-211",1
"893","Airbus A300 B2-221",1
"894","Airbus A300 B2-222",1
"895","Airbus A300 B2-231",1
"896","Airbus A300 B2-300",1
"897","Airbus A300 B2-304",1
"898","Airbus A300 B2-311",1
"899","Airbus A300 B2-322",1
"900","Airbus A300 B2-324",1
"901","Airbus A300 B2-601",1
"902","Airbus A300 B2-603",1
"903","Airbus A300 B2-605R",1
"904","Airbus A300 B2-620",1
"905","Airbus A300 B4",1
"906","Airbus A300 B4-601",2
"907","Airbus A300 B4-601 B4-603 B4-620 B4-605R B4-622R A310 203",1
"908","Airbus A300 B4-603",1
"909","Airbus A300 B4-605R",2
"910","Airbus A300 B4-620",1
"911","Airbus A300 B4-622R",1
"912","Airbus A300 Model B2-203",1
"913","Airbus A300 Model B4-600R",2
"914","Airbus A300 Model B4-605R",1
"915","Airbus A300 Model Series",2
"916","Airbus A300 Models  F4-605R",1
"917","Airbus A300 Models: B2-1A",1
"918","Airbus A300 series",2
"919","Airbus A300 Series",6
"920","Airbus A300 Series A310-200",1
"921","Airbus A300 Series A310-200 A321-100",1
"922","Airbus A300 Series A310-200 A330-200",1
"923","Airbus A300 Series A310-300 A319-100 A320-100",1
"924","Airbus A300 Series A310-300 A340-200",1
"925","Airbus A300 Series A310-300 Series A340-500",1
"926","Airbus A300 Series A310-600 Series",1
"927","Airbus A300 Series A310 Series",1
"928","Airbus A300 series A310 series A300-600 series",1
"929","Airbus A300B",1
"930","Airbus A300B Series",1
"931","Airbus A300B Series (Sundstrand constant speed drive tran. mod. no. 90ADG01",1
"932","Airbus A300B2",1
"933","Airbus A300B2-103",1
"934","Airbus A300B2-1A",4
"935","Airbus A300B2-1C",1
"936","Airbus A300B2-203",3
"937","Airbus A300B2-204",1
"938","Airbus A300B2-221",2
"939","Airbus A300B2-222",2
"940","Airbus A300B2-322",1
"941","Airbus A300B2-324",1
"942","Airbus A300B2-325",1
"943","Airbus A300B2-601",1
"944","Airbus A300B2-603",1
"945","Airbus A300B2-605R",1
"946","Airbus A300B2-622",1
"947","Airbus A300B2-lA",1
"948","Airbus A300B2-lC",1
"949","Airbus A300B2 series",1
"950","Airbus A300B2K-3C",1
"951","Airbus A300B4-103",2
"952","Airbus A300B4-203",1
"953","Airbus A300B4-222",1
"954","Airbus A300B4-2C",2
"955","Airbus A300B4-322",1
"956","Airbus A300B4-600",1
"957","Airbus A300B4-600 Series",1
"958","Airbus A300B4-601",3
"959","Airbus A300B4-603",4
"960","Airbus A300B4-605R",6
"961","Airbus A300B4-605R A300B4-620",1
"962","Airbus A300B4-620",3
"963","Airbus A300B4-622",2
"964","Airbus A300B4-622R",4
"965","Airbus A300B4 series",1
"966","Airbus A300C4-605R Variant F",1
"967","Airbus A300F4-605R",1
"968","Airbus A310",52
"969","Airbus A310-200",4
"970","Airbus A310-203",32
"971","Airbus A310-203 Series",1
"972","Airbus A310-204",4
"973","Airbus A310-221",17
"974","Airbus A310-221 Series",1
"975","Airbus A310-222",14
"976","Airbus A310-222 A310-304",1
"977","Airbus A310-222 Series",1
"978","Airbus A310-300",3
"979","Airbus A310-300 Series",2
"980","Airbus A310-304",18
"981","AIRBUS A310-304",1
"982","Airbus A310-304 Series",1
"983","Airbus A310-322",18
"984","Airbus A310-322 Series",1
"985","Airbus A310-324",18
"986","Airbus A310-324 Series",1
"987","Airbus A310-325",11
"988","Airbus A310-325 Series",1
"989","Airbus A310-603",1
"990","Airbus A310-605R",1
"991","Airbus A310-620",1
"992","Airbus A310-622R",1
"993","Airbus A310 -203",2
"994","Airbus A310 -203 -204 -221 -222 -304 -322 -324 -325 A300 -B2-1A -B2-1C -B2-203 -B2K-3C -B4-103 -B4-203 -B4-2C -B4-601 -B4-603 -B4-605R -B4-620 -B4-622 -B4-622R -C4-605R",1
"995","Airbus A310 203",1
"996","Airbus A310 A310",2
"997","Airbus A310 A320",1
"998","Airbus A310 All Series",1
"999","Airbus A310 CF6-80A3",1
"1000","Airbus A310 CF6-80C2",1
"1001","Airbus A310 Model Series",2
"1002","Airbus A310 Models  -203",1
"1003","Airbus A310 Models 200",1
"1004","Airbus A310 Models: -203",1
"1005","Airbus A310 Models: -221",1
"1006","Airbus A310 Models: -222",1
"1007","Airbus A310 Models: -304",1
"1008","Airbus A310 Models: -322",1
"1009","Airbus A310 Models: -324",1
"1010","Airbus A310 Models: -325",1
"1011","Airbus A310 series",1
"1012","Airbus A310 Series",8
"1013","Airbus A310 series with coffee maker installed.",1
"1014","Airbus A318",7
"1015","AIRBUS A318- 111",2
"1016","Airbus A318-100",2
"1017","AIRBUS A318-100",1
"1018","Airbus A318-100 series",2
"1019","Airbus A318-111",11
"1020","AIRBUS A318-111",1
"1021","Airbus A318-111/-112",1
"1022","Airbus A318-112",17
"1023","AIRBUS A318-112",2
"1024","AIRBUS A318-112 Series. A319-111",1
"1025","Airbus A318-113",3
"1026","AIRBUS A318-113",1
"1027","Airbus A318-114",3
"1028","AIRBUS A318-114",1
"1029","Airbus A318-115",3
"1030","AIRBUS A318-115",1
"1031","Airbus A318-121",5
"1032","Airbus A318-122",3
"1033","Airbus A318-122. A319-111",1
"1034","Airbus A318-131",6
"1035","AIRBUS A318-131",2
"1036","Airbus A318-132",3
"1037","AIRBUS A318-132",1
"1038","Airbus A318-133",2
"1039","AIRBUS A318-133 Series. A320-111",1
"1040","Airbus A318-133. A320-111",1
"1041","Airbus A318-200",2
"1042","Airbus A318-200 series",4
"1043","Airbus A318-211",6
"1044","AIRBUS A318-211",2
"1045","Airbus A318-212",5
"1046","AIRBUS A318-212",1
"1047","Airbus A318-213",2
"1048","Airbus A318-214",3
"1049","AIRBUS A318-214",1
"1050","Airbus A318-231",6
"1051","AIRBUS A318-231",1
"1052","AIRBUS A318-231 Series.",1
"1053","Airbus A318-232",4
"1054","AIRBUS A318-232",1
"1055","Airbus A318-232.",1
"1056","Airbus A318-233",2
"1057","AIRBUS A318-233 Series. A321-111",1
"1058","Airbus A318-233. A321-111",1
"1059","Airbus A318-300",4
"1060","Airbus A318-300 series",1
"1061","Airbus A318-500",2
"1062","Airbus A318-600 Series",2
"1063","Airbus A318 - 111",1
"1064","Airbus A318 - 111/-112",1
"1065","Airbus A318 - 112",3
"1066","Airbus A318 - 113",1
"1067","Airbus A318 - 114",1
"1068","Airbus A318 - 115",1
"1069","Airbus A318 - 121",1
"1070","Airbus A318 - 122",1
"1071","Airbus A318 - 131",2
"1072","Airbus A318 - 132",1
"1073","Airbus A318 - 133",1
"1074","Airbus A318 - 211",2
"1075","Airbus A318 - 212",2
"1076","Airbus A318 - 213",1
"1077","Airbus A318 - 214",1
"1078","Airbus A318 - 231",2
"1079","Airbus A318 - 232",2
"1080","Airbus A318 - 233",1
"1081","Airbus A318 -111",7
"1082","Airbus A318 -111 -112 -121 -122 A319 -111 -112 -113 -114 -115 -131 -132 -133",1
"1083","Airbus A318 -112",15
"1084","Airbus A318 -112 -131 -211 -231",1
"1085","Airbus A318 -112 A319 -111",3
"1086","Airbus A318 -113",3
"1087","Airbus A318 -113 -114",3
"1088","Airbus A318 -114",3
"1089","Airbus A318 -115",4
"1090","Airbus A318 -115 -131",2
"1091","Airbus A318 -121",2
"1092","Airbus A318 -122",2
"1093","Airbus A318 -131",7
"1094","Airbus A318 -131 -211 -231",2
"1095","Airbus A318 -132",6
"1096","Airbus A318 -133",3
"1097","Airbus A318 -133 A320 -111 -211",2
"1098","Airbus A318 -133 A320 -211",1
"1099","Airbus A318 -211",6
"1100","Airbus A318 -212",7
"1101","Airbus A318 -213",1
"1102","Airbus A318 -214",3
"1103","Airbus A318 -214 -231",3
"1104","Airbus A318 -231",6
"1105","Airbus A318 -232",7
"1106","Airbus A318 -233",3
"1107","Airbus A318 -233 A321 -111",3
"1108","Airbus A318 A319 A320 A321",1
"1109","Airbus A318 A321",1
"1110","Airbus A318 Model-111",1
"1111","Airbus A318 Model -111",3
"1112","Airbus A318 Model -112",2
"1113","Airbus A318 Model -112 A319 Model -111",1
"1114","Airbus A318 Model -113",1
"1115","Airbus A318 Model -114",1
"1116","Airbus A318 Model -115",1
"1117","Airbus A318 Model -131",2
"1118","Airbus A318 Model -132",1
"1119","Airbus A318 Model -133 A320 Model -111",1
"1120","Airbus A318 Model -211",2
"1121","Airbus A318 Model -212",1
"1122","Airbus A318 Model -214",1
"1123","Airbus A318 Model -231",2
"1124","Airbus A318 Model -232",1
"1125","Airbus A318 Model -233 A321 Model -111",1
"1126","Airbus A318 Model  -111",1
"1127","Airbus A318 Model  -112",3
"1128","Airbus A318 Model  -113",1
"1129","Airbus A318 Model  -114",1
"1130","Airbus A318 Model  -115",1
"1131","Airbus A318 Model  -121",1
"1132","Airbus A318 Model  -131",2
"1133","Airbus A318 Model  -132",1
"1134","Airbus A318 Model  -133",1
"1135","Airbus A318 Model  -211",2
"1136","Airbus A318 Model  -212",2
"1137","Airbus A318 Model  -213",1
"1138","Airbus A318 Model  -214",1
"1139","Airbus A318 Model  -231",2
"1140","Airbus A318 Model  -232",2
"1141","Airbus A318 Model  -233",1
"1142","Airbus A318 Models  -111",2
"1143","Airbus A318 Models  -112",7
"1144","Airbus A318 Models  -113",2
"1145","Airbus A318 Models  -114",2
"1146","Airbus A318 Models  -115",1
"1147","Airbus A318 Models  -115 A320 Models  -111",1
"1148","Airbus A318 Models  -121",2
"1149","Airbus A318 Models  -131",2
"1150","Airbus A318 Models  -132",1
"1151","Airbus A318 Models  -133",1
"1152","Airbus A318 Models  -211",4
"1153","Airbus A318 Models  -212",4
"1154","Airbus A318 Models  -213",3
"1155","Airbus A318 Models  -214",1
"1156","Airbus A318 Models  -214 A321 Models  -111",1
"1157","Airbus A318 Models  -231",2
"1158","Airbus A318 Models  -232",3
"1159","Airbus A318 Models  -233",1
"1160","Airbus A318 Series",6
"1161","Airbus A318/A319/320/321 All Series",1
"1162","Airbus A318X11",1
"1163","Airbus A318X12",1
"1164","Airbus A319",25
"1165","AIRBUS A319",1
"1166","Airbus A319--211",1
"1167","AIRBUS A319- 111",1
"1168","Airbus A319- 131",1
"1169","Airbus A319- 213",1
"1170","Airbus A319- 216",1
"1171","Airbus A319-100",4
"1172","AIRBUS A319-100",1
"1173","Airbus A319-100 series",3
"1174","Airbus A319-100 Series",4
"1175","AIRBUS A319-100 series",1
"1176","Airbus A319-111",45
"1177","AIRBUS A319-111",2
"1178","Airbus A319-111 -112 -113 -114 -115 -131 -132 -133",1
"1179","Airbus A319-111/112/113/114/115/131/132/133",1
"1180","Airbus A319-112",67
"1181","AIRBUS A319-112",1
"1182","Airbus A319-112/-114",1
"1183","Airbus A319-113",38
"1184","Airbus A319-113 -114",1
"1185","Airbus A319-114",38
"1186","Airbus A319-114-115",1
"1187","Airbus A319-115",27
"1188","AIRBUS A319-115",1
"1189","Airbus A319-131",60
"1190","AIRBUS A319-131",1
"1191","Airbus A319-131 A320-232",1
"1192","Airbus A319-132",44
"1193","AIRBUS A319-132",1
"1194","Airbus A319-132 A320-111",3
"1195","Airbus A319-133",31
"1196","AIRBUS A319-133",1
"1197","Airbus A319-133 A320-111",4
"1198","Airbus A319-200",2
"1199","Airbus A319-200 series",3
"1200","Airbus A319-200 Series",1
"1201","Airbus A319-211",34
"1202","Airbus A319-212",23
"1203","Airbus A319-213",1
"1204","Airbus A319-214",17
"1205","Airbus A319-215",1
"1206","Airbus A319-231",33
"1207","Airbus A319-231 (A28NM",1
"1208","Airbus A319-231 A330-202",1
"1209","Airbus A319-232",21
"1210","Airbus A319-233",13
"1211","Airbus A319-233 A321-11",1
"1212","Airbus A319-233 A321-111",6
"1213","Airbus A319-301",1
"1214","Airbus A319-311",1
"1215","Airbus A319-312",1
"1216","Airbus A319-313",1
"1217","Airbus A319-321",1
"1218","Airbus A319-322",1
"1219","Airbus A319-323",1
"1220","Airbus A319-341",1
"1221","Airbus A319-342",1
"1222","Airbus A319-343 A340-211",1
"1223","Airbus A319-541",1
"1224","Airbus A319-642",1
"1225","Airbus A319-A321-111",1
"1226","Airbus A319 - 111",1
"1227","Airbus A319 - 111/112/113/114/115/131/132/133",1
"1228","Airbus A319 -111",5
"1229","Airbus A319 -111 -112 -113 -114 -115 -131 -132 -133",1
"1230","Airbus A319 -112",4
"1231","Airbus A319 -113",1
"1232","Airbus A319 -113 -114",1
"1233","Airbus A319 -114",1
"1234","Airbus A319 -115",1
"1235","Airbus A319 -115 -131",1
"1236","Airbus A319 -131",2
"1237","Airbus A319 -132",3
"1238","Airbus A319 -133",3
"1239","AIRBUS A319 -133",1
"1240","Airbus A319 -212",1
"1241","Airbus A319 -213",1
"1242","Airbus A319 -231",1
"1243","Airbus A319 -232",1
"1244","Airbus A319 ( All Series ",1
"1245","Airbus A319 A320 A321 series",1
"1246","Airbus A319 Model-131 A319 Model-132 A319 Model-133 A320 Model-231 A320 Model-232 A320 Model-233 A321 Model-131 A321 Model-231",1
"1247","Airbus A319 Model -111",4
"1248","Airbus A319 MODEL -111",1
"1249","Airbus A319 Model -112",5
"1250","Airbus A319 MODEL -112",3
"1251","Airbus A319 Model -113",3
"1252","Airbus A319 MODEL -113",3
"1253","Airbus A319 Model -114",3
"1254","Airbus A319 MODEL -114",3
"1255","Airbus A319 Model -115",1
"1256","Airbus A319 MODEL -115",3
"1257","Airbus A319 Model -131",5
"1258","Airbus A319 MODEL -131",2
"1259","Airbus A319 Model -132",5
"1260","Airbus A319 MODEL -132",3
"1261","Airbus A319 Model -133",1
"1262","Airbus A319 MODEL -133",3
"1263","Airbus A319 Model -211",1
"1264","Airbus A319 Model -211 With Honeywell APU GTCP-36 Air Frames",1
"1265","Airbus A319 Model -212",1
"1266","Airbus A319 Model -214",1
"1267","Airbus A319 Model -231",1
"1268","Airbus A319 Model -232",1
"1269","Airbus A319 Model -233",1
"1270","Airbus A319 Model Series",1
"1271","Airbus A319 Models  -111",3
"1272","Airbus A319 Models  -131",1
"1273","Airbus A319 Models  -132",1
"1274","Airbus A319 Models  -133",1
"1275","Airbus A319 Models  -231",1
"1276","Airbus A319 Models  -232",2
"1277","Airbus A319 Models  -233",1
"1278","Airbus A319 series",1
"1279","Airbus A319 Series",9
"1280","Airbus A319 SERIES",1
"1281","Airbus A319 Series A319 Model-131",1
"1282","Airbus A319 SERIES A319 MODEL -111",1
"1283","Airbus A319 SERIES A319 MODEL -111 A319 MODEL -112 A319 MODEL -113 A319 MODEL -114 A319 MODEL -115 A319 MODEL -131 A319 MODEL -132 A319 MODEL -133",1
"1284","Airbus A319 Series A320 Series A321 Model-111",1
"1285","Airbus A319 Series A320 Series A321 Model-112",1
"1286","Airbus A319 Series A320 Series A321 Model-131",1
"1287","Airbus A319 Series A320 Series A321 Model-211",1
"1288","Airbus A319 Series A320 Series A321 Model-231",1
"1289","Airbus A319 Series A320 Series A321 Series",1
"1290","Airbus A319X11",1
"1291","Airbus A319X12",1
"1292","Airbus A319X13",1
"1293","Airbus A319X14",1
"1294","Airbus A319X15",1
"1295","Airbus A319X31",1
"1296","Airbus A319X32",1
"1297","Airbus A319X33",1
"1298","Airbus A320",40
"1299","AIRBUS A320",1
"1300","Airbus A320--111 -211",1
"1301","Airbus A320- 111",1
"1302","AIRBUS A320- 214",1
"1303","Airbus A320-100",7
"1304","AIRBUS A320-100",1
"1305","Airbus A320-111",53
"1306","AIRBUS A320-111",1
"1307","Airbus A320-111 -211 -212 -214 -231 -232 -233",1
"1308","Airbus A320-111/-211/-212/-231",1
"1309","Airbus A320-111/211/212/214/231/232/233",2
"1310","Airbus A320-112",3
"1311","Airbus A320-112. -131",1
"1312","Airbus A320-131",3
"1313","Airbus A320-200",1
"1314","AIRBUS A320-200",1
"1315","Airbus A320-200 Series",2
"1316","AIRBUS A320-200 series",1
"1317","Airbus A320-211",47
"1318","Airbus A320-211 Series",1
"1319","Airbus A320-212",39
"1320","Airbus A320-212 A320-231",1
"1321","Airbus A320-214",32
"1322","Airbus A320-214 (See MDL for applicable Serial Number",1
"1323","Airbus A320-214 A320-232",1
"1324","Airbus A320-231",41
"1325","Airbus A320-231 A321",1
"1326","Airbus A320-231 A321-111",1
"1327","Airbus A320-232",40
"1328","AIRBUS A320-232",1
"1329","Airbus A320-233",32
"1330","AIRBUS A320-233",1
"1331","Airbus A320-233 A321-111",1
"1332","Airbus A320-251N",1
"1333","Airbus A320-271N",1
"1334","Airbus A320-300",1
"1335","Airbus A320-A321 Series",1
"1336","Airbus A320 - 111",1
"1337","Airbus A320 -111",7
"1338","Airbus A320 -111 -211 -212 -214 -231 -232 -233",1
"1339","Airbus A320 -200 Series",1
"1340","Airbus A320 -211",2
"1341","Airbus A320 -212",3
"1342","Airbus A320 -213",1
"1343","Airbus A320 -214",3
"1344","Airbus A320 -231",3
"1345","Airbus A320 -232",4
"1346","Airbus A320 -233",1
"1347","Airbus A320 -251N",1
"1348","Airbus A320 -271N",1
"1349","Airbus A320 111",2
"1350","Airbus A320 Model-111",1
"1351","Airbus A320 Model-211",1
"1352","Airbus A320 Model-212",1
"1353","Airbus A320 Model-214",1
"1354","Airbus A320 Model-231",1
"1355","Airbus A320 Model-232",1
"1356","Airbus A320 MODEL - 211",1
"1357","Airbus A320 MODEL - 212",1
"1358","Airbus A320 MODEL - 214",1
"1359","Airbus A320 MODEL - 231",1
"1360","Airbus A320 MODEL - 232",1
